date,ticker,open,close,volume
2018-01-16,VNQ,99.205,97.6511,8420809
2018-01-17,GLD,102.2969,103.2166,5498953
2018-01-17,IWM,97.1532,97.5966,3482797
2018-01-17,QQQ,94.4859,95.7456,3192689
2018-01-17,SPY,99.793,99.5363,1747641
2018-01-17,TLT,102.2708,100.8022,3106359
2018-01-17,VNQ,97.1923,97.274,2138112
2018-01-18,GLD,103.0864,103.1234,2475719
2018-01-18,IWM,97.4991,101.2805,3416234
2018-01-18,QQQ,95.8117,98.0149,8082373
2018-01-18,SPY,99.5195,98.6032,1833836
2018-01-18,TLT,100.5912,100.9681,1967290
2018-01-18,VNQ,96.9887,97.2564,1624454
2018-01-19,GLD,103.4225,102.7947,5528028
2018-01-19,IWM,101.087,102.5523,4203020
2018-01-19,QQQ,97.4693,97.116,1433537
2018-01-19,SPY,98.878,98.6264,6831825
2018-01-19,TLT,101.1298,100.1987,5693513
2018-01-19,VNQ,97.0036,96.1174,1130884
2018-01-22,GLD,102.7285,103.286,7622665
2018-01-22,IWM,102.0768,103.0185,7904485
2018-01-22,QQQ,97.8896,98.082,4708966
2018-01-22,SPY,98.7633,99.4183,3878151
2018-01-22,TLT,100.3119,101.8158,7675408
2018-01-22,VNQ,96.4357,94.798,4470637
2018-01-23,GLD,103.3522,104.135,7516217
2018-01-23,IWM,102.317,102.0944,1786674
2018-01-23,QQQ,98.4313,98.0847,5506929
2018-01-23,SPY,99.3394,98.0517,7865014
2018-01-23,TLT,101.9495,102.6518,1210872
2018-01-23,VNQ,95.0196,95.209,3791163
2018-01-24,GLD,104.1707,103.9773,3073192
2018-01-24,IWM,101.8978,104.229,6002145
2018-01-24,QQQ,97.454,100.3113,2739290
2018-01-24,SPY,98.072,97.6267,3726098
2018-01-24,TLT,102.643,103.5519,8171132
2018-01-24,VNQ,95.4086,93.058,3261205
2018-01-25,GLD,103.7039,103.8689,8198326
2018-01-25,IWM,104.0304,103.521,7631122
2018-01-25,QQQ,100.0011,99.1173,905714
2018-01-25,SPY,97.6342,95.7126,1360229
2018-01-25,TLT,103.737,103.5365,1319303
2018-01-25,VNQ,92.851,92.8953,6685704
2018-01-26,GLD,104.2446,104.5863,2106478
2018-01-26,IWM,103.6179,105.9581,7956908
2018-01-26,QQQ,98.9985,98.7337,7824009
2018-01-26,SPY,95.4782,94.453,6081812
2018-01-26,TLT,103.389,104.1355,4923970
2018-01-26,VNQ,92.7074,93.4401,5529530
2018-01-29,GLD,104.0983,103.7719,7977917
2018-01-29,IWM,106.5094,105.4036,2249780
2018-01-29,QQQ,98.6993,99.344,6265143
2018-01-29,SPY,94.7604,92.6607,5361790
2018-01-29,TLT,104.206,104.7799,4943661
2018-01-29,VNQ,93.1267,92.3321,7575809
2018-01-30,GLD,103.8278,102.3394,2047123
2018-01-30,IWM,105.4779,105.7438,7047345
2018-01-30,QQQ,99.9962,99.801,5646930
2018-01-30,SPY,92.3176,92.4802,7709876
2018-01-30,TLT,104.9907,104.5007,6208414
2018-01-30,VNQ,92.5565,91.0909,4883550
2018-01-31,GLD,102.3192,102.7643,8276050
2018-01-31,IWM,105.9359,103.4915,6001962
2018-01-31,QQQ,99.3759,97.4248,2669238
2018-01-31,SPY,92.7707,91.2855,8222895
2018-01-31,TLT,104.4832,104.0821,1544779
2018-01-31,VNQ,90.8235,90.2665,6290480
2018-02-01,GLD,102.3733,102.1576,6412464
2018-02-01,IWM,103.2079,107.1225,3837140
2018-02-01,QQQ,97.2104,98.0246,3527916
2018-02-01,SPY,91.5191,91.6036,2783790
2018-02-01,TLT,103.8825,104.0157,7153784
2018-02-01,VNQ,90.0929,91.0515,7380801
2018-02-02,GLD,102.2387,100.3625,1270426
2018-02-02,IWM,107.027,107.034,2416327
2018-02-02,QQQ,97.9082,97.9172,5427364
2018-02-02,SPY,91.5808,91.8104,2779926
2018-02-02,TLT,104.3835,103.5009,6620712
2018-02-02,VNQ,90.6212,90.9478,8492620
2018-02-05,GLD,100.4868,99.6353,4170270
2018-02-05,IWM,107.3306,106.4958,1947350
2018-02-05,QQQ,97.8067,97.631,2449501
2018-02-05,SPY,91.6224,91.6798,7051378
2018-02-05,TLT,103.4441,102.999,5264338
2018-02-05,VNQ,91.0784,88.8749,4360320
2018-02-06,GLD,99.6484,99.2379,2977279
2018-02-06,IWM,107.0826,107.8127,4273029
2018-02-06,QQQ,97.5959,97.4703,6073439
2018-02-06,SPY,91.6242,89.2937,3776894
2018-02-06,TLT,102.7751,102.7812,961915
2018-02-06,VNQ,88.7898,88.4466,5598719
2018-02-07,GLD,99.045,98.1671,3849350
2018-02-07,IWM,107.2826,106.4872,5414383
2018-02-07,QQQ,97.595,97.8623,6600090
2018-02-07,SPY,89.4068,88.8319,3242977
2018-02-07,TLT,102.9142,102.1624,5042402
2018-02-07,VNQ,88.865,89.6288,3443771
2018-02-08,GLD,98.2724,96.8338,1488892
2018-02-08,IWM,106.551,107.7371,1658675
2018-02-08,QQQ,98.5548,95.2786,1421815
2018-02-08,SPY,89.0088,88.8379,2058683
2018-02-08,TLT,102.4367,102.8951,3073733
2018-02-08,VNQ,89.7711,90.7926,2254991
2018-02-09,GLD,97.0901,96.909,6255496
2018-02-09,IWM,108.1195,105.9824,2824611
2018-02-09,QQQ,95.796,97.6104,2490357
2018-02-09,SPY,88.9062,88.9982,3991132
2018-02-09,TLT,103.0156,101.4966,2511051
2018-02-09,VNQ,90.5434,91.5628,7277193
2018-02-12,GLD,96.9606,97.7765,6629021
2018-02-12,IWM,105.8381,106.882,6742597
2018-02-12,QQQ,97.7759,96.4159,2206860
2018-02-12,SPY,89.2349,87.6036,3391730
2018-02-12,TLT,101.2298,102.2767,1875916
2018-02-12,VNQ,91.0994,91.3354,6789466
2018-02-13,GLD,98.1764,97.6038,5700928
2018-02-13,IWM,107.4297,105.3356,6137277
2018-02-13,QQQ,95.8784,93.27,1820805
2018-02-13,SPY,87.4729,87.2083,1874888
2018-02-13,TLT,102.2851,101.7542,5341404
2018-02-13,VNQ,90.9456,89.2828,4604620
2018-02-14,GLD,97.8031,96.9629,7791504
2018-02-14,IWM,105.1145,102.6261,4333734
2018-02-14,QQQ,92.9264,93.2212,6559817
2018-02-14,SPY,87.2631,86.3507,2204678
2018-02-14,TLT,101.8179,101.3058,993145
2018-02-14,VNQ,89.2972,89.5201,4239576
2018-02-15,GLD,97.1403,97.3592,4410660
2018-02-15,IWM,102.5835,101.804,7370802
2018-02-15,QQQ,92.8797,95.3666,2540621
2018-02-15,SPY,85.9889,85.6573,7684733
2018-02-15,TLT,101.4401,100.1462,2015840
2018-02-15,VNQ,89.3957,89.3683,1307762
2018-02-16,GLD,97.6805,98.0647,5628271
2018-02-16,IWM,101.9604,99.7235,7596367
2018-02-16,QQQ,95.309,94.69,5805051
2018-02-16,SPY,85.8326,86.6882,1815243
2018-02-16,TLT,99.8347,100.0593,1041476
2018-02-16,VNQ,89.2373,89.5015,8386530
2018-02-19,GLD,97.9126,97.8306,5609958
2018-02-19,IWM,99.3051,100.5829,5336856
2018-02-19,QQQ,94.2665,97.0072,1435663
2018-02-19,SPY,86.7238,85.9937,3737188
2018-02-19,TLT,99.7812,99.8815,3841511
2018-02-19,VNQ,89.5237,91.3056,4392205
2018-02-20,GLD,97.7113,98.3795,1101336
2018-02-20,IWM,100.3914,100.6715,2917873
2018-02-20,QQQ,96.7666,99.3898,2552399
2018-02-20,SPY,85.8981,86.0159,3861843
2018-02-20,TLT,99.9192,100.0911,6259277
2018-02-20,VNQ,90.8645,91.5654,7258513
2018-02-21,GLD,98.5005,99.3985,3243238
2018-02-21,IWM,100.725,101.4751,2561741
2018-02-21,QQQ,99.7068,98.1733,8446493
2018-02-21,SPY,86.2838,86.8874,6226614
2018-02-21,TLT,100.0899,99.662,7424794
2018-02-21,VNQ,91.1236,91.9334,1880388
2018-02-22,GLD,99.5217,99.2492,4257007
2018-02-22,IWM,101.4843,101.6675,2564016
2018-02-22,QQQ,98.6617,94.6509,5913793
2018-02-22,SPY,87.0484,86.3988,4115616
2018-02-22,TLT,99.7561,99.7857,3488616
2018-02-22,VNQ,91.7187,92.6863,7019489
2018-02-23,GLD,99.6049,98.5341,4182939
2018-02-23,IWM,102.1587,101.2057,2706030
2018-02-23,QQQ,94.5849,92.9679,3773184
2018-02-23,SPY,85.7498,86.3485,1100916
2018-02-23,TLT,100.0326,101.4421,6379980
2018-02-23,VNQ,92.5056,92.4365,6226150
2018-02-26,GLD,98.8023,98.9035,2171635
2018-02-26,IWM,101.0916,101.3054,7328417
2018-02-26,QQQ,93.5072,94.7216,6177509
2018-02-26,SPY,86.3578,86.504,5463901
2018-02-26,TLT,101.14,101.8512,981380
2018-02-26,VNQ,91.9908,91.7153,3012602
2018-02-27,GLD,98.9459,99.1807,6036604
2018-02-27,IWM,101.2861,102.9216,1217765
2018-02-27,QQQ,93.6887,93.6282,6128015
2018-02-27,SPY,86.1677,86.6167,6198111
2018-02-27,TLT,101.5972,101.3798,902857
2018-02-27,VNQ,92.0399,90.9162,5242104
2018-02-28,GLD,99.2335,100.2622,5263928
2018-02-28,IWM,102.6494,102.7085,1467598
2018-02-28,QQQ,93.6205,91.5817,2373399
2018-02-28,SPY,86.8644,85.5409,5046991
2018-02-28,TLT,101.2465,102.2787,7577990
2018-02-28,VNQ,90.7671,91.8487,4288697
2018-03-01,GLD,100.1988,99.0986,1065612
2018-03-01,IWM,102.4706,101.64,4859976
2018-03-01,QQQ,91.3718,89.8148,1215492
2018-03-01,SPY,86.1128,85.664,2619981
2018-03-01,TLT,102.609,102.206,6037239
2018-03-01,VNQ,91.3381,92.4847,5867155
2018-03-02,GLD,99.0152,98.5269,4769997
2018-03-02,IWM,101.9534,100.2804,4358154
2018-03-02,QQQ,90.079,89.8819,3125152
2018-03-02,SPY,85.5452,86.9741,8139986
2018-03-02,TLT,102.1551,102.7866,1060039
2018-03-02,VNQ,92.5074,91.9662,1458521
2018-03-05,GLD,98.4241,97.7955,4002246
2018-03-05,IWM,100.6539,100.0176,1536763
2018-03-05,QQQ,89.8336,89.9136,3098425
2018-03-05,SPY,86.9914,85.5986,4331157
2018-03-05,TLT,102.9972,103.3879,4488180
2018-03-05,VNQ,92.1769,93.3627,3323871
2018-03-06,GLD,98.0071,96.2515,3488961
2018-03-06,IWM,100.142,98.9954,7368399
2018-03-06,QQQ,89.9955,91.1751,7418270
2018-03-06,SPY,85.5411,86.4444,5853256
2018-03-06,TLT,102.8516,103.0764,6313361
2018-03-06,VNQ,94.0454,93.6313,3259724
2018-03-07,GLD,96.1472,96.4122,3803638
2018-03-07,IWM,99.1429,101.7902,5446391
2018-03-07,QQQ,91.3553,92.6182,2592805
2018-03-07,SPY,86.5257,86.6097,6020792
2018-03-07,TLT,103.1201,101.3805,7910726
2018-03-07,VNQ,93.4756,92.1145,7680358
2018-03-08,GLD,96.3344,96.9403,1549967
2018-03-08,IWM,101.5934,100.1263,6433639
2018-03-08,QQQ,92.5534,91.3908,3010317
2018-03-08,SPY,86.7593,86.0714,2263697
2018-03-08,TLT,101.5777,101.1141,8366910
2018-03-08,VNQ,92.1339,92.8718,2511989
2018-03-09,GLD,96.98,96.3119,3355820
2018-03-09,IWM,100.2038,98.6282,2104958
2018-03-09,QQQ,91.6048,91.2433,3992482
2018-03-09,SPY,86.3685,87.9911,2197469
2018-03-09,TLT,101.4196,101.6516,1992788
2018-03-09,VNQ,92.5546,92.7604,5748287
2018-03-12,GLD,96.1988,97.628,4255233
2018-03-12,IWM,99.2896,98.2509,8209949
2018-03-12,QQQ,91.0833,89.7604,6545107
2018-03-12,SPY,87.7588,88.7689,1642877
2018-03-12,TLT,101.4922,101.356,3035851
2018-03-12,VNQ,92.4808,91.2714,6173735
2018-03-13,GLD,97.5792,98.4366,4708101
2018-03-13,IWM,98.858,99.2402,6730630
2018-03-13,QQQ,89.3328,89.9263,3842302
2018-03-13,SPY,89.1432,87.6923,4906583
2018-03-13,TLT,101.7974,101.7941,5797353
2018-03-13,VNQ,90.5858,91.9176,4062475
2018-03-14,GLD,97.9346,99.0698,7337403
2018-03-14,IWM,98.4202,98.915,6688217
2018-03-14,QQQ,89.6966,88.4428,2099092
2018-03-14,SPY,87.4738,87.8187,3817854
2018-03-14,TLT,101.6132,102.7228,2667820
2018-03-14,VNQ,91.7784,91.5707,7601883
2018-03-15,GLD,99.1621,99.4948,6137424
2018-03-15,IWM,99.0916,97.6107,2091180
2018-03-15,QQQ,88.5026,86.9187,7563662
2018-03-15,SPY,87.8838,88.4196,7251453
2018-03-15,TLT,103.0495,102.2767,7697336
2018-03-15,VNQ,91.6041,91.1707,3527738
2018-03-16,GLD,99.4283,100.4463,2397310
2018-03-16,IWM,98.1253,96.5347,1038979
2018-03-16,QQQ,86.7518,89.823,3254142
2018-03-16,SPY,88.6943,88.2981,7056793
2018-03-16,TLT,102.6582,103.4397,4466122
2018-03-16,VNQ,90.6801,91.9029,1129977
2018-03-19,GLD,100.4977,99.2386,6515802
2018-03-19,IWM,96.2218,96.1038,7161788
2018-03-19,QQQ,89.5664,89.936,4421300
2018-03-19,SPY,88.4669,89.0039,2141895
2018-03-19,TLT,103.4255,104.9771,4676677
2018-03-19,VNQ,92.1343,89.4499,4625693
2018-03-20,GLD,99.3314,99.865,1460960
2018-03-20,IWM,96.3808,97.5282,4698981
2018-03-20,QQQ,89.3369,90.8847,7892222
2018-03-20,SPY,88.7805,88.9984,5837685
2018-03-20,TLT,104.6757,106.0287,4300627
2018-03-20,VNQ,90.2872,88.0722,5134895
2018-03-21,GLD,99.4354,100.485,6755803
2018-03-21,IWM,98.013,96.2149,2902023
2018-03-21,QQQ,90.5605,94.5128,1499864
2018-03-21,SPY,88.8313,89.695,4453843
2018-03-21,TLT,106.542,107.1727,3131179
2018-03-21,VNQ,87.5074,87.6526,2602392
2018-03-22,GLD,101.0653,98.8694,973934
2018-03-22,IWM,95.7775,96.1467,7047338
2018-03-22,QQQ,94.7384,95.7163,8129494
2018-03-22,SPY,89.5841,91.1471,1391593
2018-03-22,TLT,107.2665,108.2637,8360548
2018-03-22,VNQ,87.6706,87.9787,5178634
2018-03-23,GLD,98.9165,99.2435,5613389
2018-03-23,IWM,96.1796,95.3552,5420885
2018-03-23,QQQ,95.8597,95.6253,8050214
2018-03-23,SPY,91.1346,90.5493,2298816
2018-03-23,TLT,107.987,110.4884,2008032
2018-03-23,VNQ,87.8007,87.2948,2098552
2018-03-26,GLD,99.2974,99.0583,6688688
2018-03-26,IWM,95.4598,95.8639,2089356
2018-03-26,QQQ,95.9082,95.7786,1188099
2018-03-26,SPY,90.8278,90.8062,7104515
2018-03-26,TLT,110.6126,110.7205,5579711
2018-03-26,VNQ,87.2443,86.2553,1636916
2018-03-27,GLD,98.6556,99.8425,1017857
2018-03-27,IWM,95.8001,96.4769,7864762
2018-03-27,QQQ,95.6223,94.7803,1255429
2018-03-27,SPY,90.4927,90.4163,1989158
2018-03-27,TLT,110.4718,110.7735,3056802
2018-03-27,VNQ,86.1658,85.1686,3156401
2018-03-28,GLD,100.0058,99.4791,3285156
2018-03-28,IWM,95.8489,94.509,7125752
2018-03-28,QQQ,94.6991,96.4367,7056264
2018-03-28,SPY,90.5294,90.5995,4200498
2018-03-28,TLT,110.8191,111.4158,7667602
2018-03-28,VNQ,85.6172,85.0923,2370111
2018-03-29,GLD,99.5946,99.512,2775653
2018-03-29,IWM,94.6407,97.8955,5983138
2018-03-29,QQQ,96.7014,96.0314,8236955
2018-03-29,SPY,90.7476,89.5142,4623971
2018-03-29,TLT,111.1537,110.5783,2620269
2018-03-29,VNQ,85.173,85.8691,1657335
2018-03-30,GLD,99.4482,99.8854,1027324
2018-03-30,IWM,98.2925,98.2261,1008345
2018-03-30,QQQ,95.6188,98.7023,3511776
2018-03-30,SPY,89.6481,89.0197,6935085
2018-03-30,TLT,110.0354,109.1248,7986914
2018-03-30,VNQ,85.9565,84.364,1069496
2018-04-02,GLD,99.9669,99.112,5975981
2018-04-02,IWM,97.8955,97.565,2925163
2018-04-02,QQQ,99.8607,98.2663,6981554
2018-04-02,SPY,89.1309,88.8921,4370651
2018-04-02,TLT,109.2878,108.3299,4720248
2018-04-02,VNQ,84.7565,82.2297,5246897
2018-04-03,GLD,99.4378,99.725,4028313
2018-04-03,IWM,97.1343,96.3699,4455101
2018-04-03,QQQ,97.8649,97.8193,4062304
2018-04-03,SPY,89.2541,89.8117,5009929
2018-04-03,TLT,108.166,108.7374,6016496
2018-04-03,VNQ,82.18,81.9704,2995174
2018-04-04,GLD,99.6732,99.6769,1791932
2018-04-04,IWM,96.669,96.0687,5110535
2018-04-04,QQQ,98.0329,97.2776,6421389
2018-04-04,SPY,89.9291,90.9808,5793146
2018-04-04,TLT,108.7057,109.2434,4002097
2018-04-04,VNQ,82.4102,81.6249,5549019
2018-04-05,GLD,99.4931,100.1931,5717746
2018-04-05,IWM,95.7397,96.1736,2808657
2018-04-05,QQQ,97.8852,98.2798,6313704
2018-04-05,SPY,91.1898,89.7605,3628076
2018-04-05,TLT,109.2684,107.8241,6053657
2018-04-05,VNQ,81.399,80.7432,1734531
2018-04-06,GLD,100.5394,99.7515,5308089
2018-04-06,IWM,96.1251,97.0679,7831818
2018-04-06,QQQ,98.0113,98.6359,3409518
2018-04-06,SPY,89.8961,89.0597,7419281
2018-04-06,TLT,107.7813,106.0981,2857670
2018-04-06,VNQ,80.5425,81.4161,5512357
2018-04-09,GLD,99.8459,100.8325,5004184
2018-04-09,IWM,97.2088,97.1373,4472794
2018-04-09,QQQ,97.6628,100.7822,7036847
2018-04-09,SPY,89.4883,89.7393,5942766
2018-04-09,TLT,105.9335,105.8529,3409950
2018-04-09,VNQ,81.4714,82.2946,4487249
2018-04-10,GLD,100.8234,101.4631,1016486
2018-04-10,IWM,96.8939,97.883,3423967
2018-04-10,QQQ,100.1817,100.022,8110650
2018-04-10,SPY,89.284,87.9041,6270086
2018-04-10,TLT,105.9347,105.7279,1705946
2018-04-10,VNQ,82.2358,81.7604,3252944
2018-04-11,GLD,102.0505,101.345,7388205
2018-04-11,IWM,97.9585,95.6871,2830502
2018-04-11,QQQ,99.1564,100.5418,4085559
2018-04-11,SPY,88.2064,87.5284,8001712
2018-04-11,TLT,105.8657,105.7325,2278537
2018-04-11,VNQ,81.7217,81.4549,8317197
2018-04-12,GLD,101.4179,102.0049,7276146
2018-04-12,IWM,95.823,94.71,926419
2018-04-12,QQQ,99.6422,103.6137,1230840
2018-04-12,SPY,87.4672,87.4965,3456113
2018-04-12,TLT,105.7834,106.4114,1899171
2018-04-12,VNQ,81.3498,82.0911,1648002
2018-04-13,GLD,101.9984,103.2801,4607258
2018-04-13,IWM,94.6028,93.3985,4654244
2018-04-13,QQQ,104.355,103.3202,4606803
2018-04-13,SPY,87.4307,88.7425,6440139
2018-04-13,TLT,106.3302,107.6226,4993451
2018-04-13,VNQ,81.6024,81.6974,1526609
2018-04-16,GLD,103.381,105.0978,2169905
2018-04-16,IWM,92.6364,93.6815,5520065
2018-04-16,QQQ,103.6894,104.2388,2621374
2018-04-16,SPY,88.5125,89.4609,4594286
2018-04-16,TLT,107.6322,107.8939,1714054
2018-04-16,VNQ,81.8316,80.3141,4769311
2018-04-17,GLD,105.0346,103.6008,6252813
2018-04-17,IWM,93.3513,94.3658,8177339
2018-04-17,QQQ,104.5719,106.8312,6156401
2018-04-17,SPY,89.0145,89.2088,3717942
2018-04-17,TLT,108.2513,108.5309,1061195
2018-04-17,VNQ,80.2156,80.2941,7118348
2018-04-18,GLD,103.6891,104.5237,4203622
2018-04-18,IWM,94.4221,92.4418,2064189
2018-04-18,QQQ,106.4344,107.8152,6818617
2018-04-18,SPY,89.1176,88.918,6020652
2018-04-18,TLT,108.8204,107.5397,1314668
2018-04-18,VNQ,80.3521,79.4324,1021056
2018-04-19,GLD,104.5966,105.0392,1655099
2018-04-19,IWM,91.9138,92.2766,3882595
2018-04-19,QQQ,107.8297,106.8717,2066517
2018-04-19,SPY,88.7546,88.7408,2035287
2018-04-19,TLT,107.4881,106.4816,6975707
2018-04-19,VNQ,79.3264,79.8068,3903005
2018-04-20,GLD,104.9124,105.0013,1817739
2018-04-20,IWM,91.7268,93.3118,1296077
2018-04-20,QQQ,106.6681,103.6742,4194027
2018-04-20,SPY,88.8582,90.2623,7274296
2018-04-20,TLT,106.6318,106.7556,3379328
2018-04-20,VNQ,79.8539,79.3485,4007488
2018-04-23,GLD,104.9725,104.0621,1742004
2018-04-23,IWM,93.3224,94.6184,7651492
2018-04-23,QQQ,103.5546,107.5805,5622097
2018-04-23,SPY,89.9072,89.9112,7954933
2018-04-23,TLT,106.9036,107.4356,6807736
2018-04-23,VNQ,78.9201,79.2077,4169602
2018-04-24,GLD,104.1732,105.3613,2242282
2018-04-24,IWM,94.6904,93.1619,2888347
2018-04-24,QQQ,107.4647,108.37,3947197
2018-04-24,SPY,90.2564,89.6808,6088909
2018-04-24,TLT,107.5862,108.1787,6281689
2018-04-24,VNQ,79.0252,79.7762,7944778
2018-04-25,GLD,105.4915,104.1677,5162346
2018-04-25,IWM,92.7237,93.9857,7572527
2018-04-25,QQQ,108.8182,110.5443,5559047
2018-04-25,SPY,89.7461,90.0821,3824246
2018-04-25,TLT,108.2059,108.799,7817819
2018-04-25,VNQ,79.6303,79.6994,6186272
2018-04-26,GLD,104.3453,104.7828,4479669
2018-04-26,IWM,94.2191,94.509,1743706
2018-04-26,QQQ,110.682,109.8398,6252345
2018-04-26,SPY,90.0223,90.0276,4719632
2018-04-26,TLT,108.9338,109.6078,7840203
2018-04-26,VNQ,79.6649,79.1135,4715340
2018-04-27,GLD,105.0113,106.1362,5891365
2018-04-27,IWM,94.5775,93.9751,5084022
2018-04-27,QQQ,109.9111,112.9929,8054037
2018-04-27,SPY,89.8568,89.8997,3129237
2018-04-27,TLT,109.5492,110.4477,2450232
2018-04-27,VNQ,79.3731,78.1644,5779296
2018-04-30,GLD,106.2326,104.5996,4863450
2018-04-30,IWM,93.4779,96.7492,3593775
2018-04-30,QQQ,112.8997,113.9762,7106694
2018-04-30,SPY,89.7104,88.8949,1914382
2018-04-30,TLT,110.6377,108.8077,5970531
2018-04-30,VNQ,78.2912,79.9266,1163595
2018-05-01,GLD,104.7605,104.3566,6730748
2018-05-01,IWM,96.9675,95.2558,5895382
2018-05-01,QQQ,113.2524,114.1546,2820501
2018-05-01,SPY,88.6263,88.9454,7535144
2018-05-01,TLT,108.9565,108.1588,6744133
2018-05-01,VNQ,80.3006,81.0984,4207799
2018-05-02,GLD,104.2955,103.1287,7463565
2018-05-02,IWM,94.6699,94.9357,2491814
2018-05-02,QQQ,114.3505,112.7002,3691214
2018-05-02,SPY,88.8159,88.5853,7499020
2018-05-02,TLT,108.3415,108.6475,6462218
2018-05-02,VNQ,81.4738,79.6254,5730823
2018-05-03,GLD,103.0979,103.422,1232086
2018-05-03,IWM,94.8546,95.6259,6096649
2018-05-03,QQQ,112.7345,113.4214,1552990
2018-05-03,SPY,88.5867,89.7607,5594764
2018-05-03,TLT,108.8279,109.2748,2752971
2018-05-03,VNQ,79.5739,78.6248,5342797
2018-05-04,GLD,103.7075,104.9688,2476896
2018-05-04,IWM,95.8663,96.0261,3617077
2018-05-04,QQQ,114.2299,112.6818,6421218
2018-05-04,SPY,89.7181,90.4534,3038374
2018-05-04,TLT,109.4315,107.8808,5783236
2018-05-04,VNQ,78.9157,79.2542,7616310
2018-05-07,GLD,104.5113,107.0526,2736053
2018-05-07,IWM,96.0667,95.851,2935379
2018-05-07,QQQ,111.8701,112.3943,3731250
2018-05-07,SPY,90.1115,90.4929,8389880
2018-05-07,TLT,107.7212,109.0568,3481572
2018-05-07,VNQ,79.3976,78.7173,2067566
2018-05-08,GLD,107.1775,105.3255,7603645
2018-05-08,IWM,95.5575,97.8465,3387196
2018-05-08,QQQ,111.9543,109.7602,5725785
2018-05-08,SPY,90.4285,91.2064,3978645
2018-05-08,TLT,108.8014,108.6896,1465105
2018-05-08,VNQ,78.2641,78.7809,3947804
2018-05-09,GLD,106.1452,104.8112,7932438
2018-05-09,IWM,97.5656,99.9827,1480426
2018-05-09,QQQ,109.7774,109.0381,2795392
2018-05-09,SPY,90.9885,90.9383,5202042
